Provider CCN,CCN Facility Type,CCN category,Number of Beds,Total Costs,Cost of Charity Care,Total Income,Net Income,Net Patient Revenue,Total Days Title XVIII,Total Discharges Title XVIII,Fiscal Year Begin Date,Fiscal Year End Date
441314,CAH,A,25.0,3464690.0,4045.0,-471549.0,-471549.0,3342823.0,363.0,35.0,10-01-2020,12/31/2020
341317,CAH,A,25.0,3317508.0,23850.0,-3798848.0,-4485126.0,-659945.0,139.0,13.0,10-01-2020,12/31/2020
520011,STH,C,40.0,31876483.0,66544.0,6434196.0,6112118.0,42423135.0,738.0,168.0,10-01-2020,12/31/2020
520037,STH,C,189.0,144931472.0,404607.0,-2200738.0,-2200738.0,157466675.0,4425.0,732.0,10-01-2020,12/31/2020
30147,STH,C,94.0,8959456.0,85093.0,-8009177.0,-8009177.0,5211927.0,232.0,76.0,11/17/2020,12/31/2020
340141,STH,C,684.0,330818093.0,6769412.0,-16687538.0,-16912668.0,390044245.0,22952.0,3919.0,10-01-2020,01/31/2021
150045,STH,C,57.0,12021596.0,302411.0,8474436.0,8474436.0,18120552.0,387.0,125.0,10-01-2020,12/31/2020
230118,STH,C,31.0,12134939.0,36794.0,837469.0,837469.0,13651448.0,409.0,118.0,10-01-2020,01/29/2021
50696,STH,C,301.0,299617905.0,912495.0,-26845280.0,-26845280.0,309507314.0,6259.0,900.0,10-01-2020,12/31/2020
190146,STH,C,250.0,64124863.0,353980.0,72710170.0,72710170.0,69131409.0,2709.0,651.0,10-01-2020,12/31/2020
520107,STH,C,58.0,53319422.0,70386.0,-1103385474.0,-1103385474.0,-1042999888.0,1034.0,267.0,01-01-2021,06/30/2021
340050,STH,C,258.0,185711266.0,11617220.0,34350465.0,34350465.0,198089205.0,12567.0,2248.0,10-01-2020,06/30/2021
271324,CAH,A,20.0,6144901.0,18299.0,1484832.0,1484832.0,5747505.0,185.0,5.0,01-01-2021,05/31/2021
50136,STH,C,80.0,36499859.0,1009109.0,-1720864.0,-1720639.0,39716740.0,1808.0,388.0,01-01-2021,06/30/2021
111333,CAH,A,25.0,20112900.0,131849.0,2239991.0,2239991.0,21154553.0,1039.0,148.0,10-01-2020,09/30/2021
490084,STH,C,67.0,24485853.0,3796606.0,-1486965.0,-1486965.0,27715335.0,1423.0,343.0,01-01-2021,06/30/2021
50124,STH,C,116.0,89893375.0,762188.0,-3538461.0,-3538461.0,75723363.0,4364.0,985.0,01-01-2021,06/30/2021
141337,CAH,A,25.0,8261532.0,51457.0,942031.0,942031.0,5599508.0,112.0,39.0,05-01-2021,06/30/2021
320065,STH,C,61.0,23345435.0,994301.0,23219646.0,23219646.0,22395133.0,664.0,177.0,01-01-2021,06/30/2021
420026,STH,C,332.0,135050024.0,6811948.0,-14551162.0,-14551162.0,167090473.0,8863.0,2022.0,10-01-2020,07/31/2021
100029,STH,C,748.0,51283233.0,3333751.0,1765034.0,1765034.0,58733629.0,2691.0,489.0,06-01-2021,07/31/2021
100183,STH,C,245.0,61614073.0,2713521.0,8854482.0,8854482.0,74767192.0,3540.0,627.0,01-01-2021,07/31/2021
100187,STH,C,360.0,154468021.0,8891201.0,29349896.0,29349896.0,206177093.0,5404.0,1092.0,01-01-2021,07/31/2021
520213,STH,C,16.0,10057593.0,21369.0,-2462232.0,-2462232.0,6415912.0,39.0,19.0,12/22/2020,06/30/2021
100053,STH,C,340.0,18613851.0,1239176.0,2912282.0,2912282.0,23692516.0,942.0,180.0,06-01-2021,07/31/2021
450272,STH,C,115.0,50804484.0,2208213.0,3815469.0,3815469.0,46380372.0,1658.0,398.0,01-01-2021,06/30/2021
241364,CAH,A,22.0,49788731.0,528480.0,8674596.0,8674596.0,63152018.0,1848.0,355.0,10-01-2020,09/30/2021
241373,CAH,A,25.0,47394323.0,224008.0,13748518.0,13748518.0,64641877.0,1114.0,264.0,10-01-2020,09/30/2021
140062,STH,C,377.0,234042942.0,2193613.0,58421471.0,58421471.0,227169566.0,29625.0,5648.0,01-01-2021,08/31/2021
521320,CAH,A,25.0,56636575.0,346458.0,13501620.0,13501620.0,71383195.0,1178.0,275.0,10-01-2020,09/30/2021
241320,CAH,A,25.0,58312937.0,415584.0,4623344.0,4623344.0,59680083.0,926.0,243.0,10-01-2020,09/30/2021
11300,CAH,A,15.0,14616345.0,8959.0,2776784.0,2776784.0,17105068.0,853.0,97.0,10-01-2020,09/30/2021
341315,CAH,A,25.0,32362551.0,933273.0,10344505.0,10344505.0,34910371.0,2456.0,138.0,10-01-2020,09/30/2021
341327,CAH,A,25.0,42815087.0,221855.0,11244956.0,11244956.0,48728800.0,932.0,272.0,10-01-2020,09/30/2021
421300,CAH,A,25.0,16593116.0,98250.0,890572.0,890572.0,13741887.0,505.0,34.0,10-01-2020,09/30/2021
301309,CAH,A,25.0,68753666.0,3691735.0,21430889.0,21430889.0,80177775.0,1395.0,320.0,10-01-2020,09/30/2021
521351,CAH,A,25.0,68641340.0,555941.0,9895642.0,11588380.0,81650276.0,1370.0,328.0,10-01-2020,09/30/2021
141337,CAH,A,25.0,10241163.0,121877.0,18951917.0,18951917.0,10697976.0,185.0,67.0,07-01-2021,09/30/2021
471300,CAH,A,19.0,21374131.0,95140.0,3904667.0,3904667.0,21017965.0,2673.0,54.0,10-01-2020,09/30/2021
341303,CAH,A,3.0,14945739.0,917887.0,1009462.0,1009462.0,15336818.0,767.0,46.0,10-01-2020,09/30/2021
421304,CAH,A,25.0,15837834.0,197360.0,2175858.0,2175858.0,15577561.0,903.0,43.0,10-01-2020,09/30/2021
341304,CAH,A,6.0,19032247.0,984137.0,4191216.0,1386728.0,22337659.0,648.0,167.0,10-01-2020,09/30/2021
341318,CAH,A,25.0,48425448.0,2582402.0,18809911.0,13507530.0,64500178.0,2430.0,524.0,10-01-2020,09/30/2021
141339,CAH,A,25.0,39282900.0,262700.0,14436937.0,14436937.0,54931993.0,3751.0,287.0,10-01-2020,09/30/2021
301301,CAH,A,25.0,33083290.0,377950.0,4291534.0,4291534.0,32613446.0,2619.0,262.0,10-01-2020,09/30/2021
301302,CAH,A,25.0,63943765.0,400596.0,15702049.0,15356609.0,92524607.0,1684.0,438.0,10-01-2020,09/30/2021
300005,STH,C,86.0,42507384.0,130732.0,-7390693.0,-7390693.0,48485059.0,2309.0,555.0,05-01-2021,09/30/2021
420048,STH,C,90.0,65759407.0,1090821.0,183740.0,183740.0,91863104.0,4558.0,945.0,10-01-2020,07/31/2021
471305,CAH,A,25.0,70333143.0,236951.0,10037648.0,10037648.0,84772335.0,2647.0,732.0,10-01-2020,09/30/2021
41327,CAH,A,25.0,22856771.0,345416.0,3812900.0,3733355.0,21829297.0,956.0,209.0,10-01-2020,09/30/2021
331302,CAH,A,25.0,42393459.0,919294.0,3048679.0,6028299.0,41860134.0,2658.0,182.0,10-01-2020,09/30/2021
521343,CAH,A,22.0,35235623.0,294186.0,13406181.0,13406181.0,46787079.0,1249.0,264.0,10-01-2020,09/30/2021
521359,CAH,A,25.0,91732161.0,515206.0,28714659.0,28714659.0,122539859.0,2089.0,637.0,10-01-2020,09/30/2021
301312,CAH,A,25.0,65353276.0,503192.0,18602163.0,17802163.0,74278627.0,1841.0,357.0,10-01-2020,09/30/2021
471303,CAH,A,25.0,85433298.0,1113165.0,7072837.0,7072837.0,94814412.0,2822.0,628.0,10-01-2020,09/30/2021
471304,CAH,A,25.0,64500544.0,594849.0,14120631.0,14081501.0,76888074.0,2861.0,642.0,10-01-2020,09/30/2021
471301,CAH,A,25.0,43696891.0,473997.0,11010368.0,11010368.0,55532910.0,2263.0,547.0,10-01-2020,09/30/2021
471306,CAH,A,25.0,43188942.0,242047.0,20544156.0,19882531.0,46806286.0,2156.0,490.0,10-01-2020,09/30/2021
131312,CAH,A,15.0,33725352.0,700486.0,9922085.0,9835319.0,46964488.0,602.0,165.0,10-01-2020,09/30/2021
141315,CAH,A,25.0,26746981.0,879728.0,5973730.0,5973730.0,31465683.0,1129.0,177.0,10-01-2020,09/30/2021
341324,CAH,A,21.0,59223555.0,1651798.0,33680365.0,26591135.0,95318259.0,1152.0,395.0,10-01-2020,09/30/2021
471307,CAH,A,25.0,70456575.0,551895.0,8895503.0,8704966.0,70592790.0,2488.0,527.0,10-01-2020,09/30/2021
141317,CAH,A,25.0,83306351.0,1695809.0,4063127.0,4063127.0,112458055.0,2064.0,388.0,10-01-2020,09/30/2021
101312,CAH,A,8.0,23558022.0,967399.0,965834.0,965832.0,22288315.0,22.0,8.0,10-01-2020,09/30/2021
301303,CAH,A,25.0,56540225.0,718626.0,8557834.0,8394009.0,56798351.0,1462.0,228.0,10-01-2020,09/30/2021
301310,CAH,A,25.0,53117637.0,393536.0,11600896.0,11600896.0,64406863.0,2239.0,493.0,10-01-2020,09/30/2021
341320,CAH,A,25.0,10142850.0,31699.0,6813588.0,6813588.0,11195323.0,375.0,85.0,10-01-2020,09/30/2021
521352,CAH,A,25.0,54478733.0,229929.0,7183666.0,7183666.0,72833984.0,1714.0,365.0,10-01-2020,09/30/2021
221302,CAH,A,24.0,61241266.0,72492.0,28360113.0,28360113.0,85732770.0,1628.0,448.0,10-01-2020,09/30/2021
101313,CAH,A,16.0,56851313.0,2403678.0,28500349.0,28474647.0,84020354.0,766.0,206.0,10-01-2020,09/30/2021
251309,CAH,A,16.0,20630254.0,196157.0,654202.0,654202.0,19432704.0,2615.0,148.0,10-01-2020,09/30/2021
191302,CAH,A,25.0,29643337.0,103913.0,1602963.0,1602963.0,26525765.0,2919.0,147.0,10-01-2020,09/30/2021
251318,CAH,A,25.0,56303450.0,107419.0,4104253.0,2831160.0,68166150.0,5150.0,283.0,10-01-2020,09/30/2021
341329,CAH,A,25.0,39789650.0,2321507.0,-5302728.0,-5302727.0,39979945.0,1755.0,410.0,11-01-2020,10/31/2021
51336,CAH,A,13.0,55528913.0,24340.0,21501606.0,21501606.0,72568597.0,953.0,125.0,10-01-2020,09/30/2021
501331,CAH,A,25.0,63274799.0,541074.0,13082432.0,6944282.0,77539588.0,1246.0,365.0,01-01-2021,12/31/2021
41307,CAH,A,15.0,12849058.0,477090.0,6250363.0,6250363.0,12056263.0,1720.0,280.0,10-01-2020,09/30/2021
191316,CAH,A,25.0,19169198.0,67318.0,7082368.0,5185460.0,15377257.0,538.0,51.0,11-01-2020,10/31/2021
301308,CAH,A,25.0,39247095.0,1252937.0,9392426.0,9392426.0,46164179.0,2048.0,240.0,10-01-2020,09/30/2021
371314,CAH,A,25.0,63485022.0,2766.0,-20898485.0,-20898485.0,48268476.0,5428.0,75.0,10-01-2020,10/31/2021
371316,CAH,A,25.0,56484109.0,18630.0,-20064647.0,-20064647.0,40371761.0,5815.0,16.0,10-01-2020,10/31/2021
201312,CAH,A,25.0,83414428.0,563767.0,-10334440.0,-10334440.0,108088755.0,2426.0,339.0,10-01-2020,09/30/2021
341316,CAH,A,24.0,17695307.0,983007.0,1606636.0,1606636.0,19326696.0,2083.0,151.0,12-01-2020,11/30/2021
341323,CAH,A,21.0,23632198.0,371502.0,3144712.0,3144712.0,21151191.0,762.0,131.0,10-01-2020,09/30/2021
201300,CAH,A,25.0,33661020.0,27653.0,5984936.0,5984936.0,40680468.0,1669.0,209.0,10-01-2020,09/30/2021
201302,CAH,A,25.0,84246750.0,607068.0,29632759.0,29632759.0,98481076.0,2380.0,403.0,10-01-2020,09/30/2021
201309,CAH,A,25.0,56659093.0,336828.0,4750976.0,4750532.0,56201365.0,1413.0,358.0,10-01-2020,09/30/2021
201313,CAH,A,25.0,42757316.0,50999.0,9774886.0,9769361.0,49118065.0,1461.0,284.0,10-01-2020,09/30/2021
221303,CAH,A,21.0,34502350.0,102623.0,3746568.0,3744568.0,38469893.0,2594.0,169.0,10-01-2020,09/30/2021
251315,CAH,A,25.0,21411497.0,795852.0,7930416.0,7930416.0,20999962.0,3810.0,272.0,10-01-2020,09/30/2021
440137,STH,C,49.0,17428869.0,927419.0,-3564527.0,-3564527.0,11134957.0,398.0,119.0,01-01-2021,06/30/2021
480002,STH,C,77.0,63814694.0,206106.0,5268273.0,5268273.0,38333901.0,3236.0,400.0,10-01-2020,09/30/2021
201308,CAH,A,25.0,41105439.0,69072.0,7401843.0,7401843.0,43860208.0,2015.0,328.0,10-01-2020,09/30/2021
111313,CAH,A,25.0,16181645.0,360599.0,3890213.0,3890213.0,16798132.0,1352.0,76.0,10-01-2020,09/30/2021
191315,CAH,A,25.0,38581234.0,51239.0,5163833.0,5163833.0,37776679.0,1884.0,270.0,10-01-2020,09/30/2021
301307,CAH,A,25.0,66879391.0,718524.0,11107174.0,11107174.0,83017497.0,1638.0,459.0,10-01-2020,09/30/2021
241381,CAH,A,25.0,52915760.0,647792.0,17344626.0,17255681.0,74283869.0,922.0,197.0,01-01-2021,12/31/2021
241334,CAH,A,25.0,39913318.0,421323.0,4819574.0,4797039.0,49054432.0,1381.0,454.0,01-01-2021,12/31/2021
281362,CAH,A,25.0,47738933.0,884767.0,20192338.0,19557665.0,60825814.0,2205.0,405.0,01-01-2021,12/31/2021
440065,STH,C,109.0,14155419.0,218553.0,-4595466.0,-4595466.0,10227643.0,462.0,94.0,07-01-2021,08/31/2021
480001,STH,C,149.0,73057651.0,3214.0,4240533.0,4240533.0,48720002.0,5133.0,591.0,10-01-2020,09/30/2021
521323,CAH,A,25.0,34322944.0,192441.0,-623388.0,-761900.0,38155560.0,325.0,57.0,01-01-2021,12/31/2021
521355,CAH,A,25.0,52442722.0,673158.0,4433733.0,4433733.0,61358392.0,958.0,214.0,01-01-2021,12/31/2021
51315,CAH,A,25.0,20440028.0,12036.0,10731426.0,10700717.0,27257329.0,2175.0,94.0,01-01-2021,12/31/2021
141320,CAH,A,25.0,74126943.0,928974.0,5350906.0,5350906.0,84629545.0,1752.0,421.0,01-01-2021,12/31/2021
170186,STH,C,46.0,46521799.0,204923.0,7605302.0,5552134.0,54623330.0,4315.0,1058.0,01-01-2021,12/31/2021
501301,CAH,A,25.0,10773211.0,134678.0,3449007.0,3449007.0,10914111.0,392.0,22.0,01-01-2021,12/31/2021
521330,CAH,A,24.0,44640410.0,688900.0,12350992.0,12350992.0,60648988.0,1174.0,250.0,01-01-2021,12/31/2021
331317,CAH,A,25.0,66354507.0,232556.0,-5597915.0,-6342482.0,70662607.0,1753.0,444.0,01-01-2021,12/31/2021
511303,CAH,A,25.0,22916682.0,1430445.0,3546086.0,3546086.0,23952339.0,622.0,48.0,01-01-2021,12/31/2021
441314,CAH,A,25.0,15218540.0,15475.0,3466101.0,3466101.0,13811931.0,1486.0,95.0,01-01-2021,12/31/2021
171381,CAH,A,21.0,36676573.0,313574.0,14070105.0,14231855.0,32946291.0,2407.0,267.0,01-01-2021,12/31/2021
511318,CAH,A,25.0,22802759.0,27118.0,4606489.0,-42476.0,26935764.0,1654.0,102.0,01-01-2021,12/31/2021
140143,STH,C,44.0,74884947.0,338583.0,-1232420.0,-1248826.0,79937651.0,2824.0,653.0,10-01-2020,09/30/2021
141305,CAH,A,18.0,33514242.0,317432.0,11175556.0,11171630.0,39617222.0,1682.0,229.0,01-01-2021,12/31/2021
241316,CAH,A,20.0,19915491.0,11082.0,3710528.0,3710528.0,20915243.0,423.0,88.0,01-01-2021,12/31/2021
241329,CAH,A,25.0,98018711.0,412107.0,8417424.0,8417415.0,117687153.0,1213.0,197.0,01-01-2021,12/31/2021
331319,CAH,A,25.0,25785925.0,13662.0,2491637.0,2491637.0,20688986.0,1126.0,83.0,01-01-2021,12/31/2021
501338,CAH,A,28.0,46050330.0,791362.0,4525378.0,4445378.0,42482442.0,6860.0,17.0,01-01-2021,12/31/2021
521333,CAH,A,25.0,49732877.0,1163960.0,7336596.0,4418897.0,59762110.0,1527.0,244.0,01-01-2021,12/31/2021
361326,CAH,A,25.0,29700103.0,248235.0,5422263.0,5422263.0,33156260.0,1960.0,269.0,01-01-2021,12/31/2021
131316,CAH,A,21.0,26461191.0,28182.0,7260261.0,7384090.0,30016958.0,1374.0,173.0,01-01-2021,12/31/2021
131325,CAH,A,25.0,108028487.0,701439.0,12934935.0,12934574.0,160472775.0,2156.0,449.0,01-01-2021,12/31/2021
331316,CAH,A,25.0,47906055.0,285036.0,2751929.0,2022904.0,47101576.0,2512.0,347.0,01-01-2021,12/31/2021
431301,CAH,A,12.0,10819716.0,53439.0,3019081.0,2996900.0,10975226.0,860.0,102.0,01-01-2021,12/31/2021
431336,CAH,A,25.0,17435274.0,2097720.0,5474387.0,5446110.0,30216642.0,1271.0,99.0,01-01-2021,12/31/2021
461307,CAH,A,19.0,33292673.0,1052877.0,6118636.0,6118632.0,49169808.0,471.0,142.0,01-01-2021,12/31/2021
521345,CAH,A,25.0,55027241.0,1872260.0,7499074.0,7499074.0,79347998.0,1836.0,395.0,01-01-2021,12/31/2021
31301,CAH,A,22.0,23174248.0,265341.0,9397903.0,9397903.0,24353675.0,618.0,63.0,01-01-2021,12/31/2021
131321,CAH,A,25.0,22019106.0,13018.0,3367570.0,3367570.0,23930760.0,1098.0,196.0,01-01-2021,12/31/2021
291306,CAH,A,23.0,66515660.0,778401.0,20155180.0,20155180.0,78586665.0,2583.0,488.0,01-01-2021,12/31/2021
381320,CAH,A,25.0,114464922.0,2369534.0,25753296.0,25753296.0,156890270.0,2733.0,776.0,01-01-2021,12/31/2021
131320,CAH,A,23.0,19931446.0,39220.0,4122993.0,4122993.0,22835961.0,1719.0,307.0,01-01-2021,12/31/2021
170187,STH,C,16.0,20874454.0,26602.0,9707310.0,9695628.0,29408567.0,1087.0,459.0,01-01-2021,12/31/2021
241378,CAH,A,24.0,85436659.0,635895.0,14713516.0,14713516.0,126455044.0,1615.0,493.0,01-01-2021,12/31/2021
351319,CAH,A,20.0,18005591.0,30476.0,5437698.0,4160964.0,18310607.0,703.0,132.0,01-01-2021,12/31/2021
61324,CAH,A,25.0,82916454.0,1132301.0,17148260.0,14934673.0,106003303.0,1087.0,152.0,01-01-2021,12/31/2021
141306,CAH,A,25.0,16013908.0,375120.0,3364323.0,3365748.0,19220047.0,1052.0,134.0,01-01-2021,12/31/2021
141327,CAH,A,25.0,50214225.0,46831.0,12558331.0,13523764.0,65271006.0,1682.0,407.0,01-01-2021,12/31/2021
370206,STH,C,23.0,64357327.0,13481.0,7543694.0,7543694.0,77612433.0,1463.0,480.0,01-01-2021,12/31/2021
450187,STH,C,55.0,37645041.0,3603477.0,9399156.0,9399155.0,46216189.0,1930.0,462.0,01-01-2021,12/31/2021
451370,CAH,A,25.0,18215458.0,1552205.0,-153036.0,-153036.0,20058574.0,2306.0,135.0,01-01-2021,12/31/2021
21306,CAH,A,24.0,46888303.0,943697.0,7053396.0,7053396.0,56521192.0,1437.0,174.0,01-01-2021,12/31/2021
341317,CAH,A,25.0,14231736.0,24503.0,2478922.0,2478922.0,16329260.0,511.0,51.0,01-01-2021,12/31/2021
381303,CAH,A,23.0,61414633.0,1418474.0,-9407299.0,-9407299.0,69213206.0,2358.0,401.0,01-01-2021,12/31/2021
431313,CAH,A,25.0,12278910.0,36732.0,4012093.0,4012093.0,13796219.0,869.0,110.0,01-01-2021,12/31/2021
521308,CAH,A,25.0,53303755.0,1668301.0,3727314.0,3727314.0,68481937.0,2540.0,484.0,01-01-2021,12/31/2021
51316,CAH,A,25.0,103595632.0,11617.0,-7196849.0,-7196849.0,101228217.0,2392.0,558.0,01-01-2021,12/31/2021
51332,CAH,A,25.0,65444407.0,826945.0,-1115967.0,-1115967.0,71378473.0,1780.0,469.0,01-01-2021,12/31/2021
61306,CAH,A,15.0,20751633.0,28126.0,2064688.0,2060287.0,21097043.0,866.0,115.0,01-01-2021,12/31/2021
131301,CAH,A,20.0,17450545.0,4770.0,3152345.0,3152345.0,17980482.0,531.0,65.0,01-01-2021,12/31/2021
241325,CAH,A,25.0,43604906.0,178249.0,5068121.0,5068121.0,52866965.0,708.0,149.0,01-01-2021,12/31/2021
241355,CAH,A,25.0,56105937.0,2555420.0,10248464.0,10248464.0,70005171.0,1689.0,274.0,01-01-2021,12/31/2021
271323,CAH,A,16.0,26236599.0,333981.0,4545036.0,4545036.0,28616071.0,1195.0,237.0,01-01-2021,12/31/2021
271325,CAH,A,25.0,40020484.0,307392.0,10213193.0,9081703.0,42415705.0,2193.0,263.0,01-01-2021,12/31/2021
450874,STH,C,20.0,50650569.0,229230.0,28995639.0,28989623.0,80600430.0,279.0,158.0,01-01-2021,12/31/2021
451328,CAH,A,25.0,20672141.0,469219.0,202764.0,202764.0,35250501.0,1746.0,247.0,01-01-2021,12/31/2021
501302,CAH,A,25.0,26268809.0,64008.0,3476869.0,3476869.0,25088578.0,1518.0,71.0,01-01-2021,12/31/2021
501319,CAH,A,25.0,32852693.0,306181.0,2311704.0,2311704.0,29565963.0,868.0,71.0,01-01-2021,12/31/2021
501330,CAH,A,25.0,87146025.0,682408.0,11171094.0,11171094.0,90815763.0,2250.0,430.0,01-01-2021,12/31/2021
41330,CAH,A,25.0,23335712.0,1628.0,2785769.0,2785769.0,22281899.0,3263.0,447.0,01-01-2021,12/31/2021
51301,CAH,A,25.0,50227234.0,174275.0,7093298.0,7092423.0,52137759.0,1464.0,312.0,01-01-2021,12/31/2021
51310,CAH,A,25.0,78819835.0,418866.0,10611056.0,10608664.0,84635475.0,4032.0,877.0,01-01-2021,12/31/2021
51325,CAH,A,25.0,62648071.0,362910.0,-4087332.0,-4274508.0,56567118.0,2791.0,401.0,01-01-2021,12/31/2021
101308,CAH,A,25.0,32459058.0,140020.0,1657202.0,1657202.0,32713805.0,2612.0,292.0,01-01-2021,12/31/2021
341307,CAH,A,25.0,32370404.0,355058.0,1064802.0,1210235.0,31406458.0,2518.0,48.0,10-01-2020,09/30/2021
101300,CAH,A,25.0,27526851.0,2153593.0,4612925.0,4612925.0,33095572.0,5480.0,18.0,01-01-2021,12/31/2021
331318,CAH,A,25.0,54249159.0,66560.0,6217440.0,6217440.0,59033098.0,2059.0,259.0,01-01-2021,12/31/2021
670076,STH,C,12.0,38384692.0,106004.0,19057405.0,17732341.0,56890296.0,493.0,232.0,01-01-2021,12/31/2021
21301,CAH,A,11.0,19661086.0,871587.0,2979120.0,2979120.0,19036427.0,249.0,28.0,01-01-2021,12/31/2021
31302,CAH,A,24.0,9571351.0,11659.0,2289380.0,2289380.0,9442875.0,339.0,34.0,07-01-2021,12/31/2021
31314,CAH,A,25.0,70406317.0,323.0,12942641.0,12942641.0,72098568.0,1917.0,448.0,01-01-2021,12/31/2021
51329,CAH,A,25.0,64270175.0,1047320.0,-5985767.0,-5985767.0,87193068.0,3174.0,662.0,01-01-2021,12/31/2021
61317,CAH,A,27.0,94693505.0,1675834.0,1324143.0,1324143.0,80979239.0,1397.0,239.0,01-01-2021,12/31/2021
131327,CAH,A,25.0,70197432.0,2962295.0,8452439.0,5885811.0,83035408.0,2020.0,461.0,01-01-2021,12/31/2021
141309,CAH,A,25.0,24511072.0,151952.0,1992841.0,1992841.0,24820495.0,1225.0,86.0,01-01-2021,12/31/2021
141316,CAH,A,22.0,67771887.0,2094544.0,-4049142.0,-4049142.0,69545729.0,1075.0,166.0,01-01-2021,12/31/2021
261315,CAH,A,3.0,7325243.0,1226929.0,15735874.0,8534015.0,119701469.0,16.0,8.0,01-01-2021,12/31/2021
271321,CAH,A,25.0,7937758.0,2401.0,2292709.0,2292709.0,6467686.0,177.0,3.0,01-01-2021,12/31/2021
271343,CAH,A,22.0,37591146.0,489064.0,-3232603.0,-3232603.0,41387283.0,1203.0,191.0,01-01-2021,12/31/2021
271347,CAH,A,25.0,64605587.0,1779981.0,13824392.0,14777007.0,65794449.0,3284.0,370.0,01-01-2021,12/31/2021
351321,CAH,A,24.0,7924016.0,84915.0,864460.0,864461.0,7094653.0,518.0,97.0,01-01-2021,12/31/2021
371328,CAH,A,25.0,19562756.0,146867.0,5591803.0,5591803.0,19128538.0,5062.0,326.0,01-01-2021,12/31/2021
461308,CAH,A,21.0,17539965.0,57451.0,1295240.0,1295240.0,17825105.0,418.0,117.0,01-01-2021,12/31/2021
461309,CAH,A,25.0,12815673.0,26247.0,5447440.0,5447440.0,12358940.0,271.0,62.0,01-01-2021,12/31/2021
501308,CAH,A,25.0,32493728.0,180962.0,1998338.0,1998338.0,31907485.0,1057.0,152.0,01-01-2021,12/31/2021
501316,CAH,A,16.0,29054942.0,474391.0,5654023.0,5654023.0,28302407.0,761.0,96.0,01-01-2021,12/31/2021
501323,CAH,A,25.0,116714565.0,2949083.0,7641835.0,7604188.0,139645926.0,2714.0,723.0,01-01-2021,12/31/2021
501326,CAH,A,25.0,47224975.0,646903.0,3856389.0,3856389.0,59896693.0,2219.0,301.0,01-01-2021,12/31/2021
501328,CAH,A,25.0,36145243.0,915991.0,8333705.0,8333705.0,39157884.0,767.0,234.0,01-01-2021,12/31/2021
151300,CAH,A,24.0,22109884.0,56232.0,-89440.0,-89440.0,23479000.0,1184.0,74.0,01-01-2021,12/31/2021
151332,CAH,A,25.0,64074095.0,790643.0,14421818.0,14421818.0,74342047.0,1554.0,347.0,01-01-2021,12/31/2021
171364,CAH,A,16.0,8604260.0,1892.0,2089724.0,2089724.0,7592172.0,1098.0,135.0,01-01-2021,12/31/2021
41321,CAH,A,25.0,27111199.0,1346467.0,2329655.0,2358704.0,29925464.0,1050.0,194.0,01-01-2021,12/31/2021
160008,STH,C,49.0,14186953.0,38175.0,177430.0,177430.0,10526149.0,624.0,162.0,01-01-2021,12/31/2021
170197,STH,C,58.0,44771217.0,22753.0,4363199.0,4345610.0,57436578.0,4115.0,1078.0,01-01-2021,12/31/2021
271307,CAH,A,25.0,7835627.0,25863.0,1353794.0,1353794.0,8973977.0,489.0,7.0,01-01-2021,12/31/2021
381313,CAH,A,16.0,40698528.0,795871.0,12659588.0,16936505.0,50755146.0,1930.0,200.0,01-01-2021,12/31/2021
381317,CAH,A,25.0,91424073.0,1535412.0,9524314.0,9524314.0,96029969.0,1922.0,410.0,01-01-2021,12/31/2021
431319,CAH,A,18.0,13324550.0,145047.0,2974928.0,2974928.0,15765325.0,2821.0,141.0,01-01-2021,12/31/2021
431322,CAH,A,25.0,24024889.0,390821.0,6578495.0,6578495.0,24637589.0,1481.0,119.0,01-01-2021,12/31/2021
501304,CAH,A,10.0,50440040.0,914153.0,20733054.0,20733054.0,63058878.0,911.0,222.0,01-01-2021,12/31/2021
501310,CAH,A,20.0,36725613.0,175655.0,1429431.0,1429431.0,36041320.0,1065.0,194.0,01-01-2021,12/31/2021
501314,CAH,A,25.0,30095159.0,153042.0,2618024.0,2618024.0,28181550.0,1255.0,226.0,01-01-2021,12/31/2021
501320,CAH,A,10.0,8736305.0,135220.0,6072271.0,6072271.0,8878025.0,35.0,17.0,01-01-2021,12/31/2021
501324,CAH,A,25.0,16219168.0,368338.0,2703456.0,2703456.0,14687643.0,707.0,57.0,01-01-2021,12/31/2021
501325,CAH,A,17.0,32987927.0,525534.0,7002190.0,7002190.0,32428531.0,866.0,112.0,01-01-2021,12/31/2021
501327,CAH,A,25.0,38017536.0,237212.0,7537365.0,6823724.0,41641900.0,1843.0,273.0,01-01-2021,12/31/2021
501336,CAH,A,25.0,116752768.0,2738406.0,7061579.0,7061579.0,120380086.0,2211.0,622.0,01-01-2021,12/31/2021
440144,STH,C,74.0,33147553.0,1418700.0,-3697894.0,-3697894.0,24617471.0,2050.0,413.0,01-01-2021,06/30/2021
450587,STH,C,65.0,60877074.0,1384442.0,7859197.0,7859197.0,66250348.0,3214.0,605.0,10/27/2020,08/31/2021
111330,CAH,A,25.0,15662618.0,1209159.0,-42307270.0,-42307270.0,20086946.0,1543.0,12.0,07-01-2021,12/31/2021
151320,CAH,A,21.0,33197071.0,931818.0,-638178.0,-638178.0,38704736.0,1292.0,184.0,01-01-2021,12/31/2021
