Provider CCN,CCN Facility Type,CCN category,Number of Beds,Total Costs,Cost of Charity Care,Total Income,Net Income,Net Patient Revenue,Total Days Title XVIII,Total Discharges Title XVIII,Fiscal Year Begin Date,Fiscal Year End Date
120005,STH,C,166.0,251987981.0,179458.0,31932711.0,31932711.0,234207354.0,11361.0,1558.0,07-01-2021,06/30/2022
120028,STH,C,33.0,73910717.0,216268.0,-46681120.0,-46717987.0,84520203.0,1302.0,314.0,07-01-2021,06/30/2022
130025,STH,C,53.0,75756846.0,156679.0,5564208.0,5564208.0,90705821.0,1095.0,291.0,10-01-2020,09/30/2021
140114,STH,C,193.0,241491156.0,11370674.0,-1528803.0,-1420077.0,298807581.0,12811.0,2413.0,10-01-2020,09/30/2021
140124,STH,C,423.0,986270479.0,123529941.0,157647730.0,157647730.0,711012881.0,7957.0,1320.0,12-01-2020,11/30/2021
140158,STH,C,52.0,36427009.0,1838933.0,-9900661.0,-9900661.0,40085063.0,222.0,50.0,06-01-2021,12/31/2021
150112,STH,C,247.0,266892777.0,8684687.0,59563690.0,58535735.0,347314297.0,11678.0,2896.0,01-01-2021,12/31/2021
150133,STH,C,72.0,96754450.0,810795.0,40292152.0,40292152.0,142554560.0,3394.0,785.0,03-01-2021,02/28/2022
160067,STH,C,162.0,261764944.0,6303655.0,-22863121.0,-17001116.0,284289239.0,6882.0,1238.0,07-01-2021,06/30/2022
190011,STH,C,85.0,124472945.0,4647015.0,-6850656.0,-6850656.0,80523083.0,2130.0,475.0,07-01-2021,06/30/2022
190026,STH,C,375.0,223547648.0,4713695.0,-7955174.0,-7955191.0,246634764.0,26334.0,4212.0,01-01-2021,12/31/2021
190081,STH,C,30.0,25244552.0,353007.0,5592037.0,5592037.0,29027359.0,2121.0,193.0,01-01-2021,12/31/2021
190183,STH,C,56.0,91507471.0,4618095.0,-24528564.0,-24528564.0,77113360.0,1474.0,268.0,07-01-2021,06/30/2022
230121,STH,C,113.0,184671963.0,619409.0,-3344604.0,-3577768.0,213349243.0,5012.0,999.0,01-01-2021,12/31/2021
230236,STH,C,190.0,392976722.0,2586755.0,4594417.0,4594417.0,504766551.0,6371.0,1270.0,07-01-2021,06/30/2022
231327,CAH,A,25.0,43223770.0,977223.0,12461028.0,12308958.0,67508704.0,646.0,233.0,01-01-2021,12/31/2021
240036,STH,C,460.0,772916589.0,4199478.0,-30924332.0,-30924332.0,922815071.0,27143.0,5515.0,07-01-2021,06/30/2022
240038,STH,C,329.0,562656970.0,5954053.0,19673940.0,19673940.0,712200926.0,22631.0,4362.0,01-01-2021,12/31/2021
240040,STH,C,72.0,97595527.0,882998.0,3246337.0,3246337.0,121500069.0,4626.0,681.0,01-01-2021,12/31/2021
240047,STH,C,238.0,368643927.0,2205464.0,14976659.0,14976659.0,488590754.0,22178.0,3728.0,01-01-2021,12/31/2021
240053,STH,C,352.0,628716383.0,3230138.0,101564120.0,95687122.0,709762899.0,27287.0,5807.0,01-01-2021,12/31/2021
240069,STH,C,29.0,55110936.0,524273.0,3739529.0,3739529.0,59579651.0,1449.0,433.0,01-01-2021,12/31/2021
240076,STH,C,39.0,73381028.0,944671.0,10655600.0,10655600.0,88332239.0,1528.0,408.0,01-01-2021,12/31/2021
240100,STH,C,98.0,237432805.0,2648731.0,28498786.0,27418190.0,311228475.0,7881.0,1440.0,01-01-2021,12/31/2021
240101,STH,C,36.0,122997040.0,708808.0,6275798.0,6275798.0,157658977.0,2004.0,525.0,07-01-2021,06/30/2022
240115,STH,C,461.0,633496642.0,6680773.0,23724038.0,23724038.0,786032523.0,27832.0,5807.0,01-01-2021,12/31/2021
240210,STH,C,184.0,319093629.0,3606583.0,-22175992.0,-22175992.0,339807997.0,11722.0,2205.0,01-01-2021,12/31/2021
240213,STH,C,86.0,167350617.0,2452507.0,-8032961.0,-8032961.0,180967584.0,4542.0,1082.0,01-01-2021,12/31/2021
250020,STH,C,38.0,20017219.0,740526.0,3302998.0,3302998.0,20872209.0,3999.0,456.0,10-01-2020,09/30/2021
250102,STH,C,412.0,407550844.0,13704338.0,77155045.0,77155045.0,462530154.0,46649.0,6972.0,10-01-2020,09/30/2021
260001,STH,C,221.0,234610348.0,5360509.0,26328402.0,26328402.0,277916784.0,13568.0,2998.0,07-01-2021,06/30/2022
270049,STH,C,221.0,372195109.0,5406097.0,74115387.0,51984052.0,512323655.0,16668.0,3369.0,01-01-2021,12/31/2021
270051,STH,C,211.0,450937851.0,2909434.0,12513015.0,12513015.0,308029844.0,13655.0,2691.0,04-01-2021,03/31/2022
270057,STH,C,124.0,308293044.0,6035709.0,41981261.0,20370936.0,398134556.0,9640.0,2065.0,01-01-2021,12/31/2021
290005,STH,C,161.0,103310064.0,2126960.0,20709539.0,20709539.0,124399788.0,8303.0,1408.0,01-01-2021,12/31/2021
290057,STH,C,200.0,230767837.0,4399697.0,76688912.0,76688912.0,321767217.0,13354.0,2966.0,01-01-2021,12/31/2021
310001,STH,C,678.0,1670131675.0,54787756.0,87996296.0,87996296.0,1959144093.0,60347.0,8855.0,01-01-2021,12/31/2021
310008,STH,C,289.0,406175163.0,2939057.0,36943205.0,36943205.0,452930037.0,18971.0,2998.0,01-01-2021,12/31/2021
310029,STH,C,290.0,340397938.0,5211487.0,33031256.0,33031256.0,397559684.0,19568.0,3404.0,01-01-2021,12/31/2021
310054,STH,C,185.0,247163410.0,5526826.0,57033846.0,57033846.0,283084007.0,13641.0,2869.0,01-01-2021,12/31/2021
310084,STH,C,201.0,123647674.0,5053881.0,-9594844.0,-9594844.0,124465672.0,13180.0,1883.0,01-01-2021,12/31/2021
310086,STH,C,546.0,585640558.0,8358371.0,19819255.0,19819255.0,695769585.0,43984.0,8477.0,07-01-2021,06/30/2022
310096,STH,C,147.0,142406583.0,8235393.0,10399879.0,10399879.0,166502502.0,5912.0,1084.0,01-01-2021,12/31/2021
310111,STH,C,239.0,301552279.0,4728509.0,3759145.0,3759145.0,305851557.0,26889.0,4382.0,01-01-2021,12/31/2021
310119,STH,C,358.0,735125202.0,44353859.0,95865828.0,95865828.0,686455135.0,12799.0,1615.0,07-01-2021,06/30/2022
310130,STH,C,78.0,122261289.0,1915165.0,23386662.0,23386662.0,139181850.0,5314.0,1346.0,07-01-2021,06/30/2022
320063,STH,C,62.0,65200064.0,2655836.0,35329328.0,35329328.0,109222309.0,2867.0,531.0,09-01-2021,08/31/2022
330055,STH,C,476.0,667766267.0,8218350.0,-23557531.0,69316469.0,879302014.0,40329.0,5838.0,01-01-2021,12/31/2021
330056,STH,C,257.0,344473023.0,1767049.0,-22658301.0,-22658301.0,352014755.0,12488.0,1605.0,01-01-2021,12/31/2021
330057,STH,C,482.0,550469967.0,2445835.0,-19719052.0,-19774363.0,657662051.0,34625.0,6384.0,07-01-2021,06/30/2022
330058,STH,C,117.0,113034851.0,1138803.0,-7533584.0,-415449.0,109724454.0,5058.0,911.0,01-01-2021,12/31/2021
330065,STH,C,133.0,105932254.0,1056990.0,-7279825.0,-7279825.0,99702187.0,4125.0,566.0,01-01-2021,12/31/2021
330073,STH,C,126.0,93646064.0,2200477.0,4252016.0,4312188.0,118504095.0,5084.0,989.0,01-01-2021,12/31/2021
330080,STH,C,287.0,654884548.0,66137787.0,124900620.0,124900620.0,763956491.0,5578.0,990.0,07-01-2021,06/30/2022
330115,STH,C,101.0,97682274.0,164597.0,3935596.0,3935596.0,122877495.0,2635.0,594.0,01-01-2021,12/31/2021
330126,STH,C,329.0,492368399.0,6506851.0,6780692.0,6780692.0,552623833.0,40817.0,6610.0,01-01-2021,12/31/2021
330140,STH,C,431.0,502702897.0,1347801.0,-13712319.0,-20806005.0,521308212.0,27921.0,5101.0,07-01-2021,06/30/2022
330218,STH,C,132.0,97366184.0,245504.0,1579556.0,1579556.0,117223440.0,3886.0,896.0,01-01-2021,12/31/2021
330219,STH,C,432.0,623091672.0,6855787.0,-21203004.0,-21203004.0,636138184.0,21696.0,2502.0,01-01-2021,12/31/2021
330221,STH,C,240.0,265046214.0,1189552.0,-12491739.0,-12491739.0,241289613.0,7605.0,1361.0,01-01-2021,12/31/2021
330229,STH,C,65.0,46195914.0,56217.0,77079.0,-62154.0,37930080.0,2322.0,477.0,01-01-2021,12/31/2021
330238,STH,C,67.0,61166171.0,822296.0,-3353179.0,-3365538.0,66512655.0,2898.0,526.0,07-01-2021,06/30/2022
340041,STH,C,137.0,129326394.0,5607935.0,1558389.0,1558389.0,151722695.0,6352.0,1013.0,07-01-2021,06/30/2022
340068,STH,C,154.0,86139231.0,2406530.0,12994648.0,12994648.0,96670878.0,7645.0,1228.0,10-01-2020,09/30/2021
350019,STH,C,258.0,382006010.0,2553152.0,48454409.0,47176882.0,557134252.0,17109.0,3431.0,01-01-2021,12/31/2021
370018,STH,C,81.0,106861334.0,5778458.0,-1140384.0,-1133442.0,114847917.0,7841.0,1558.0,07-01-2021,06/30/2022
380004,STH,C,536.0,788168970.0,19701904.0,105050305.0,105050305.0,1011516203.0,29231.0,4570.0,01-01-2021,12/31/2021
380007,STH,C,391.0,737030366.0,16775916.0,-55339681.0,-55339681.0,982036990.0,14076.0,1833.0,04-01-2021,03/31/2022
380029,STH,C,29.0,86914545.0,4467174.0,-2552413.0,-2552413.0,109816180.0,911.0,211.0,04-01-2021,03/31/2022
380037,STH,C,60.0,95821113.0,3982079.0,22446300.0,22446300.0,142995423.0,2290.0,552.0,01-01-2021,12/31/2021
380038,STH,C,109.0,123821295.0,4426311.0,-224902.0,-447426.0,139018188.0,2648.0,603.0,01-01-2021,12/31/2021
380050,STH,C,90.0,198719592.0,4143994.0,9464073.0,10110203.0,233447747.0,6664.0,1513.0,10-01-2020,09/30/2021
380061,STH,C,367.0,736416492.0,17100034.0,32836787.0,32836787.0,895888790.0,20823.0,2962.0,01-01-2021,12/31/2021
380075,STH,C,96.0,206078904.0,5005654.0,-17504032.0,-17504032.0,217573757.0,8492.0,1531.0,01-01-2021,12/31/2021
380082,STH,C,40.0,93393338.0,3512092.0,-844895.0,-844895.0,118666798.0,2415.0,503.0,01-01-2021,12/31/2021
390006,STH,C,525.0,1213424514.0,24823236.0,120653530.0,106375979.0,1470756800.0,39363.0,6592.0,07-01-2021,06/30/2022
390009,STH,C,316.0,380625302.0,1419136.0,14285711.0,14285711.0,400173100.0,14881.0,3009.0,07-01-2021,06/30/2022
390036,STH,C,148.0,212554103.0,5157828.0,-39913180.0,-39913180.0,214761269.0,6586.0,1525.0,07-01-2021,06/30/2022
390041,STH,C,134.0,121791232.0,2225001.0,16003245.0,18976905.0,128362257.0,6646.0,1337.0,01-01-2021,12/31/2021
390050,STH,C,552.0,702758334.0,2842157.0,54520516.0,54520516.0,870108561.0,23672.0,3912.0,07-01-2021,06/30/2022
390056,STH,C,71.0,49867339.0,419041.0,2354796.0,2054236.0,54371709.0,2566.0,536.0,07-01-2021,06/30/2022
390062,STH,C,45.0,36990630.0,252557.0,-181593.0,-181593.0,51872564.0,1584.0,379.0,07-01-2021,06/30/2022
390066,STH,C,145.0,220675217.0,2027216.0,-736268.0,-736268.0,266812221.0,11377.0,1747.0,07-01-2021,06/30/2022
390070,STH,C,130.0,62177665.0,426253.0,-8653829.0,-8653829.0,63319413.0,2774.0,680.0,01-01-2021,12/31/2021
390100,STH,C,620.0,966741528.0,8996144.0,127395150.0,129966285.0,1274814058.0,42006.0,7698.0,07-01-2021,06/30/2022
390110,STH,C,290.0,285681922.0,1212686.0,-36495423.0,-36495423.0,459785299.0,12846.0,2240.0,07-01-2021,06/30/2022
390114,STH,C,317.0,620795182.0,3961048.0,109552287.0,109552287.0,1052881783.0,4616.0,826.0,07-01-2021,06/30/2022
390125,STH,C,92.0,102780916.0,549051.0,730160.0,-8091703.0,106590718.0,1765.0,1082.0,07-01-2021,06/30/2022
390137,STH,C,199.0,253069540.0,1902985.0,-21923419.0,-25216513.0,268340317.0,19221.0,3422.0,07-01-2021,06/30/2022
390142,STH,C,407.0,684731133.0,1253001.0,14482132.0,14482132.0,844274043.0,18562.0,3244.0,07-01-2021,06/30/2022
390145,STH,C,283.0,267004877.0,2332667.0,29579938.0,29579938.0,284690171.0,11010.0,2085.0,07-01-2021,06/30/2022
390151,STH,C,242.0,366256396.0,5028316.0,18546421.0,18546421.0,431045350.0,18106.0,3547.0,07-01-2021,06/30/2022
390168,STH,C,273.0,258134137.0,7361687.0,14544744.0,8436959.0,284978597.0,8811.0,1568.0,07-01-2021,06/30/2022
390211,STH,C,163.0,123903257.0,521553.0,20965812.0,20965812.0,135212759.0,6508.0,1282.0,07-01-2021,06/30/2022
390217,STH,C,33.0,59111380.0,938802.0,10080998.0,10080998.0,68696863.0,1955.0,412.0,07-01-2021,06/30/2022
390231,STH,C,588.0,683767155.0,8860794.0,-55601581.0,-55601581.0,723801405.0,51575.0,13441.0,07-01-2021,06/30/2022
390278,STH,C,49.0,16560750.0,21430.0,-2458611.0,-2458611.0,24508668.0,329.0,59.0,07-01-2021,06/30/2022
390327,STH,C,25.0,92669065.0,341476.0,3518153.0,3518151.0,110895053.0,1263.0,103.0,07-01-2021,06/30/2022
430048,STH,C,27.0,80447773.0,719980.0,11408938.0,11408938.0,114432339.0,1532.0,454.0,07-01-2021,06/30/2022
440033,STH,C,48.0,39914878.0,1827771.0,3143317.0,3143317.0,41872435.0,1706.0,275.0,10-01-2020,09/30/2021
450058,STH,C,1451.0,956129354.0,58820448.0,179556555.0,179556555.0,1240364573.0,43856.0,8354.0,07-01-2021,06/30/2022
450090,STH,C,35.0,39099035.0,3663228.0,1007767.0,1007767.0,43772209.0,2486.0,468.0,01-01-2021,12/31/2021
450102,STH,C,457.0,921865188.0,63936811.0,55591384.0,55591384.0,870898924.0,35272.0,6936.0,07-01-2021,06/30/2022
450119,STH,C,770.0,466762114.0,36056910.0,36030479.0,36030479.0,579118789.0,19237.0,3447.0,01-01-2021,12/31/2021
450210,STH,C,42.0,20271632.0,1433323.0,4610704.0,4610704.0,24392092.0,697.0,173.0,08-01-2021,07/31/2022
450424,STH,C,211.0,324433538.0,38021368.0,49614835.0,49614835.0,373330897.0,12365.0,2411.0,01-01-2021,12/31/2021
450431,STH,C,520.0,602686148.0,31339190.0,221250752.0,221250726.0,845784031.0,29477.0,6459.0,01-01-2021,12/31/2021
450658,STH,C,37.0,16264089.0,1754494.0,3677381.0,3677381.0,13692541.0,682.0,176.0,10-01-2020,09/30/2021
450694,STH,C,26.0,36717526.0,1992959.0,15529397.0,15529397.0,33212327.0,1923.0,400.0,01-01-2021,12/31/2021
450709,STH,C,178.0,201010861.0,11254452.0,49274294.0,49274294.0,257550275.0,8199.0,1814.0,01-01-2021,12/31/2021
450775,STH,C,538.0,516858600.0,52179764.0,143513450.0,143513434.0,734977432.0,30033.0,5903.0,10-01-2020,09/30/2021
450820,STH,C,337.0,505310135.0,21702684.0,110879570.0,110879570.0,627132628.0,24707.0,5077.0,01-01-2021,12/31/2021
460026,STH,C,24.0,34360844.0,1205313.0,11338274.0,11338274.0,56137258.0,770.0,259.0,01-01-2021,12/31/2021
460054,STH,C,28.0,29916744.0,1138902.0,-2315413.0,-2315437.0,34124211.0,175.0,73.0,04-01-2021,03/31/2022
490004,STH,C,238.0,296583994.0,9958713.0,27079415.0,27079415.0,458021270.0,20470.0,4090.0,01-01-2021,12/31/2021
490044,STH,C,179.0,214407111.0,8940261.0,118234018.0,108153000.0,321474000.0,19300.0,3473.0,01-01-2021,12/31/2021
490046,STH,C,274.0,342261899.0,10829505.0,131545000.0,131545000.0,490207000.0,30035.0,4816.0,01-01-2021,12/31/2021
490066,STH,C,16.0,147122219.0,4096423.0,48767736.0,57390000.0,189535000.0,13599.0,2672.0,01-01-2021,12/31/2021
490093,STH,C,169.0,211199690.0,10311548.0,82921193.0,81143000.0,279890000.0,13289.0,2307.0,01-01-2021,12/31/2021
500002,STH,C,96.0,173997590.0,3406543.0,12203424.0,12203424.0,210181233.0,10569.0,2169.0,01-01-2021,12/31/2021
500050,STH,C,391.0,655101275.0,14408343.0,-89884744.0,-89885265.0,740382690.0,22990.0,3648.0,07-01-2021,06/30/2022
500051,STH,C,296.0,475747172.0,5271093.0,-139130930.0,-139130930.0,622204958.0,15972.0,2811.0,07-01-2021,06/30/2022
500053,STH,C,111.0,144117208.0,1449156.0,-2854520.0,-2854520.0,166608527.0,8233.0,1576.0,01-01-2021,12/31/2021
500058,STH,C,288.0,538206035.0,10445902.0,50391368.0,50391368.0,736160913.0,28519.0,5681.0,01-01-2021,12/31/2021
500079,STH,C,320.0,487390398.0,15964732.0,28953009.0,28953009.0,666860528.0,30392.0,5462.0,01-01-2021,12/31/2021
500152,STH,C,163.0,232021297.0,3093063.0,-8773693.0,-8773693.0,260942541.0,6463.0,1272.0,01-01-2021,12/31/2021
520004,STH,C,107.0,299305140.0,2479785.0,4452332.0,4452332.0,405443573.0,7101.0,1695.0,01-01-2021,12/31/2021
520037,STH,C,195.0,601882614.0,2504534.0,9994803.0,9994803.0,779335993.0,18067.0,3011.0,01-01-2021,12/31/2021
520071,STH,C,49.0,95394134.0,1460034.0,25539812.0,25539812.0,122131391.0,1844.0,507.0,10-01-2020,09/30/2021
520078,STH,C,154.0,132158910.0,5577378.0,-9935748.0,-9935748.0,121747210.0,4185.0,649.0,07-01-2021,06/30/2022
520083,STH,C,354.0,356156641.0,3539649.0,78003005.0,78003005.0,473615722.0,37622.0,6459.0,01-01-2021,12/31/2021
520087,STH,C,277.0,715928378.0,8718308.0,-184879167.0,-399232300.0,760989469.0,17791.0,3408.0,01-01-2021,12/31/2021
520088,STH,C,115.0,209999686.0,3040013.0,98554098.0,82815363.0,344496862.0,7132.0,1438.0,01-01-2021,12/31/2021
520089,STH,C,332.0,380580943.0,3370984.0,86190561.0,86190561.0,464639986.0,15208.0,2758.0,01-01-2021,12/31/2021
520097,STH,C,83.0,91687003.0,1384584.0,-1561068.0,-1561068.0,139292541.0,3679.0,729.0,07-01-2021,06/30/2022
520100,STH,C,97.0,157236999.0,81092.0,14242613.0,14166073.0,250788463.0,6244.0,1329.0,01-01-2021,12/31/2021
530002,STH,C,66.0,141010568.0,2396355.0,-23669087.0,-23669087.0,157584906.0,3240.0,579.0,07-01-2021,06/30/2022
530025,STH,C,76.0,77230508.0,788062.0,-3270474.0,-3270474.0,112610887.0,2110.0,437.0,07-01-2021,06/30/2022
670068,STH,C,99.0,150937856.0,2716362.0,53800993.0,42179590.0,202894834.0,4695.0,1101.0,01-01-2021,12/31/2021
670077,STH,C,238.0,372759441.0,25249614.0,99140613.0,99140613.0,481864102.0,13002.0,2926.0,01-01-2021,12/31/2021
670085,STH,C,151.0,141484442.0,7295780.0,31091440.0,31091440.0,186052790.0,5283.0,1258.0,07-01-2021,06/30/2022
670106,STH,C,49.0,75320632.0,9268890.0,-7084781.0,-7084781.0,79990872.0,3439.0,641.0,02-01-2021,01/31/2022
50195,STH,C,385.0,459539910.0,1385380.0,28379719.0,28379719.0,516119936.0,21496.0,3519.0,07-01-2021,06/30/2022
50272,STH,C,195.0,262445144.0,3530652.0,45579835.0,45579835.0,213727828.0,5379.0,1168.0,10-01-2020,09/30/2021
50342,STH,C,107.0,127384605.0,210336.0,-9489000.0,-9050644.0,123963713.0,4849.0,828.0,07-01-2021,06/30/2022
50573,STH,C,347.0,811789485.0,1108251.0,14207918.0,-7869334.0,987270051.0,32014.0,8175.0,07-01-2021,06/30/2022
70024,STH,C,165.0,350418360.0,3869312.0,22419592.0,22419592.0,383743339.0,13367.0,2584.0,10-01-2020,09/30/2021
70028,STH,C,200.0,427707431.0,7702609.0,-21410745.0,-21410745.0,433004863.0,14737.0,2752.0,10-01-2020,09/30/2021
70036,STH,C,138.0,621121069.0,1370753.0,-124551722.0,-122102946.0,533884633.0,10250.0,1923.0,07-01-2021,06/30/2022
140015,STH,C,289.0,318887211.0,6026757.0,58732998.0,58732998.0,500770622.0,29265.0,5448.0,10-01-2020,09/30/2021
140018,STH,C,236.0,273320461.0,27605399.0,-8649030.0,-8649030.0,338860000.0,6350.0,906.0,07-01-2021,06/30/2022
140030,STH,C,255.0,301765402.0,8452108.0,7581601.0,7581601.0,337258012.0,16936.0,3629.0,01-01-2021,12/31/2021
140032,STH,C,133.0,120691411.0,2553893.0,-12211201.0,-13380128.0,154760299.0,6165.0,1359.0,07-01-2021,06/30/2022
140046,STH,C,114.0,158463856.0,3135637.0,26939314.0,36330926.0,209431980.0,13512.0,2702.0,01-01-2021,12/31/2021
140179,STH,C,220.0,248644525.0,4188809.0,-47109654.0,-59385143.0,225185956.0,19690.0,3450.0,10-01-2020,09/30/2021
140186,STH,C,256.0,271944617.0,4588430.0,47254633.0,47254652.0,396066332.0,14109.0,3342.0,01-01-2021,12/31/2021
140242,STH,C,347.0,879924136.0,41214808.0,226083326.0,223593561.0,1183736846.0,29278.0,6043.0,09-01-2021,08/31/2022
140251,STH,C,213.0,87018067.0,4928115.0,-791328.0,-791328.0,82541831.0,8735.0,1308.0,01-01-2021,12/31/2021
140276,STH,C,516.0,843286101.0,18066569.0,49983813.0,49983813.0,1352814274.0,36927.0,5470.0,07-01-2021,06/30/2022
140281,STH,C,901.0,1762387629.0,38201339.0,229434432.0,229434435.0,2190081078.0,67333.0,9792.0,09-01-2021,08/31/2022
140286,STH,C,98.0,220359137.0,5818383.0,78323715.0,78117825.0,314903877.0,9419.0,1847.0,09-01-2021,08/31/2022
140288,STH,C,293.0,322259582.0,5326721.0,55498883.0,55498883.0,415653042.0,23732.0,4659.0,01-01-2021,12/31/2021
140289,STH,C,120.0,139656382.0,3601459.0,43866873.0,43851256.0,170085211.0,8107.0,1718.0,01-01-2021,12/31/2021
140300,STH,C,25.0,78819498.0,3377275.0,-35280858.0,-35280858.0,21376106.0,168.0,56.0,12-01-2020,11/30/2021
200034,STH,C,140.0,197912179.0,1746701.0,-8856871.0,-8856871.0,212158795.0,3978.0,662.0,01-01-2021,12/31/2021
200037,STH,C,48.0,86434838.0,419185.0,3569601.0,3569601.0,93978977.0,1696.0,419.0,10-01-2020,09/30/2021
220001,STH,C,125.0,186410483.0,1636743.0,11569095.0,11569095.0,207829476.0,9628.0,2167.0,10-01-2020,09/30/2021
220002,STH,C,186.0,283442475.0,1637065.0,4058009.0,4058009.0,322358154.0,17815.0,3371.0,10-01-2020,09/30/2021
220015,STH,C,118.0,192262744.0,849803.0,25775196.0,-996415.0,226547153.0,10039.0,2273.0,10-01-2020,09/30/2021
220017,STH,C,106.0,104841193.0,996790.0,-356455.0,-356455.0,91542452.0,4482.0,912.0,01-01-2021,12/31/2021
220029,STH,C,120.0,136533202.0,385400.0,1921078.0,1921078.0,132224481.0,8678.0,2016.0,10-01-2020,09/30/2021
220031,STH,C,428.0,1313646275.0,82216081.0,15447776.0,15447776.0,1165411708.0,32401.0,4387.0,10-01-2020,09/30/2021
220049,STH,C,67.0,82017313.0,1556395.0,6007786.0,6007786.0,87746417.0,6331.0,1262.0,10-01-2020,09/30/2021
220052,STH,C,175.0,295420497.0,3003040.0,16994835.0,16994835.0,283843833.0,13841.0,2691.0,10-01-2020,09/30/2021
220073,STH,C,97.0,130581111.0,755363.0,4891250.0,4891250.0,140483780.0,11919.0,2684.0,01-01-2021,12/31/2021
220074,STH,C,634.0,762817567.0,7582972.0,106494398.0,106494398.0,830323320.0,61747.0,11170.0,10-01-2020,09/30/2021
220080,STH,C,293.0,232740915.0,1549015.0,32899740.0,23717582.0,268030251.0,18270.0,4078.0,01-01-2021,12/31/2021
230038,STH,C,1148.0,1652983804.0,9613738.0,230861241.0,230861241.0,2532885733.0,53894.0,8800.0,01-01-2021,12/31/2021
230058,STH,C,42.0,87356267.0,220834.0,2359368.0,2359368.0,91272379.0,2146.0,625.0,07-01-2021,06/30/2022
230059,STH,C,275.0,520990839.0,6163199.0,26595435.0,26595435.0,637153147.0,12935.0,2475.0,07-01-2021,06/30/2022
230075,STH,C,144.0,223097335.0,1092574.0,-6523807.0,-6523807.0,248008921.0,9907.0,2028.0,01-01-2021,12/31/2021
240001,STH,C,328.0,559979277.0,5447366.0,78255969.0,78257513.0,565727142.0,19017.0,3556.0,01-01-2021,12/31/2021
240002,STH,C,329.0,443821052.0,3573549.0,-35048256.0,-35048255.0,459554475.0,31097.0,5062.0,07-01-2021,06/30/2022
240004,STH,C,334.0,838376021.0,22490133.0,47770000.0,44204000.0,1102036000.0,16720.0,2679.0,01-01-2021,12/31/2021
240006,STH,C,61.0,153851288.0,831696.0,17554713.0,17554714.0,224937587.0,959.0,305.0,01-01-2021,12/31/2021
240010,STH,C,1143.0,2544414021.0,14061852.0,1065047482.0,1070473902.0,3317828896.0,108965.0,17318.0,01-01-2021,12/31/2021
240014,STH,C,37.0,75373503.0,468549.0,4318099.0,8155450.0,118661434.0,1127.0,355.0,01-01-2021,12/31/2021
240018,STH,C,50.0,114538827.0,1020073.0,13642394.0,13642394.0,143975338.0,1772.0,586.0,01-01-2021,12/31/2021
240019,STH,C,118.0,299885329.0,563373.0,7854474.0,7854470.0,504217776.0,6461.0,864.0,07-01-2021,06/30/2022
240020,STH,C,66.0,73089970.0,1089807.0,4527678.0,4527678.0,82878005.0,1819.0,468.0,01-01-2021,12/31/2021
240022,STH,C,48.0,45748569.0,803039.0,2209022.0,2256869.0,53347949.0,888.0,277.0,01-01-2021,12/31/2021
240030,STH,C,99.0,127127538.0,423957.0,19116355.0,18429902.0,166718157.0,2840.0,869.0,01-01-2021,12/31/2021
240043,STH,C,82.0,203620861.0,2146331.0,-9288945.0,-9322876.0,276607464.0,5394.0,1191.0,01-01-2021,12/31/2021
270017,STH,C,69.0,109545067.0,1871707.0,10935253.0,11151856.0,155957547.0,6948.0,1247.0,01-01-2021,12/31/2021
290054,STH,C,309.0,245791354.0,3592315.0,53827336.0,53827336.0,315754732.0,16772.0,3110.0,01-01-2021,12/31/2021
300001,STH,C,206.0,456210126.0,7821096.0,90962002.0,88631002.0,537717000.0,20555.0,4126.0,10-01-2020,09/30/2021
300003,STH,C,401.0,1156047589.0,13665811.0,-16633581.0,-16633581.0,1319337499.0,41987.0,5943.0,07-01-2021,06/30/2022
300014,STH,C,58.0,87243171.0,2687056.0,-6899215.0,-6899215.0,95977085.0,4729.0,861.0,03-01-2021,02/28/2022
300018,STH,C,118.0,375170664.0,3435807.0,108979495.0,98958147.0,451725303.0,13173.0,2781.0,10-01-2020,09/30/2021
330009,STH,C,454.0,629291695.0,19153169.0,50478621.0,61636441.0,760745620.0,12525.0,1626.0,01-01-2021,12/31/2021
330011,STH,C,175.0,425534515.0,5172039.0,-24094558.0,-41585282.0,384439042.0,14958.0,2268.0,07-01-2021,06/30/2022
330013,STH,C,743.0,888269664.0,3921713.0,87171503.0,109667133.0,1113565605.0,50627.0,7269.0,01-01-2021,12/31/2021
330023,STH,C,341.0,593264120.0,7155477.0,8610120.0,18470723.0,694086733.0,40083.0,7466.0,10-01-2020,09/30/2021
330027,STH,C,320.0,448610520.0,10285561.0,-113612665.0,-113612665.0,416791836.0,14671.0,2508.0,01-01-2021,12/31/2021
330028,STH,C,215.0,322577002.0,3483315.0,-16387614.0,-16485841.0,319609781.0,12457.0,1790.0,01-01-2021,12/31/2021
330059,STH,C,1426.0,2974816629.0,16676328.0,-270705000.0,-313661000.0,2948453000.0,82713.0,10858.0,01-01-2021,12/31/2021
330084,STH,C,47.0,85689994.0,483718.0,-1606143.0,-1606143.0,84139977.0,1468.0,364.0,10-01-2020,09/30/2021
330086,STH,C,63.0,68424468.0,917190.0,-3177327.0,-3188327.0,44580000.0,791.0,209.0,01-01-2021,12/31/2021
330090,STH,C,226.0,258402382.0,3878262.0,5040830.0,8485766.0,293774690.0,10491.0,2103.0,01-01-2021,12/31/2021
